100.0005527,100.0008858,880.0140572,1035.041723,936.109859,891.0796295,969.19779,842.5572879,924.6626747,886.3134133,943.998697,861.8200499,916.7393842,818.1620936,916.4497663,899.5455618,953.9144746,904.7442601,900.6685447,918.9749119,848.2889823,954.2699532,828.80659,1014.762962,891.6869349,833.1297724,892.4150382,915.1128347,862.0636361,889.2041611
100.0018832,100.000328,917.583192,835.66508,897.9481778,894.991427,969.5926362,935.7146425,951.0795385,915.2235307,845.4814818,758.495727,864.4612741,896.0514863,916.1425141,893.0198554,954.6892491,842.2363879,975.1798685,890.0816948,902.5758465,975.7404211,865.0724,871.2047198,944.0090931,832.1565891,891.5110008,910.5741749,934.7169067,911.438558
99.99768207,99.99865842,1074.19565,1047.891354,935.5938475,973.1019115,933.5007379,979.9039818,936.1815354,862.8953063,849.2663707,970.6181365,967.3229572,889.3139378,859.1395804,931.3812949,859.1989722,847.1062502,863.7479696,955.0804613,927.7425451,905.1591498,849.6191474,937.2072183,863.9810984,924.6288012,969.6951353,977.8452157,941.418598,844.5728225
120.6761496,185.8150596,98.48786002,133.7906591,139.0953692,107.0474619,80.58707431,132.8617159,107.5028003,126.2180731,73.29667235,94.59017049,126.3942059,74.5417641,121.310149,95.74629684,138.0752906,105.1720814,162.0037674,89.47297224,86.94142656,141.0535123,74.28819519,95.2589207,74.62333632,116.8239688,112.1819611,108.3978066,93.14968862,51.97394913
107.64445,166.4150491,117.1405582,133.9862977,111.7243744,81.11984301,29.39187904,58.95540488,79.25895373,126.6019589,99.83574903,126.7957969,137.0324058,156.3673168,81.65783189,95.29836387,80.70776654,72.04140812,84.00701779,56.96105157,107.2788665,95.34464686,123.0450478,71.03415106,88.76193676,50.79452917,106.762385,92.82797641,80.06265292,123.1236002
68.63977828,136.7546628,85.60331989,96.80526082,112.3563465,94.32948806,83.42502569,85.50251334,102.6297748,73.17121926,110.5506856,87.25099827,87.77639301,60.97448927,116.5484328,85.78726566,109.8812007,47.16259187,75.13502462,141.8397528,81.34021522,90.84490815,104.9235043,114.7973855,85.16313497,104.6621626,92.71553975,117.9750874,110.7619967,75.71344305
89.60185157,81.54232111,111.7500717,82.86455491,106.2689015,148.5309947,110.7767209,102.478719,127.068713,84.97855639,102.4380158,123.3235167,99.93153966,103.9892554,113.3278444,88.73330817,109.7242944,86.30070551,79.44544955,72.16908535,74.4942936,110.2854712,128.6081753,114.6934602,122.4106694,90.0503009,99.79144806,86.31226481,100.0150208,94.27934472
108.2166282,108.9061984,117.7309862,132.4081607,77.42183628,45.84146174,102.4133367,113.5055512,93.04627906,105.9837964,166.8442734,87.47569539,122.0597281,109.023398,73.13469558,121.2565973,91.27602527,105.1319459,95.92617797,157.0137271,113.2612127,92.82642986,80.74716461,106.9397778,125.3226928,108.5963565,112.149835,111.8524258,81.86431021,88.39264129
185.8150596,94.59017049,141.0535123,94.60967569,96.10691712,153.4652876,119.8103405,102.7242234,130.2537882,76.18599591,72.02171701,104.2345926,103.5926324,94.55741036,63.24384476,66.78046239,85.62860883,122.5995464,95.40352739,136.5975282,89.84557921,78.41987722,69.6482421,109.4802492,103.8424839,100.8686768,128.8557017,123.7761591,109.6962907,92.14981792
166.4150491,126.7957969,95.34464686,85.87425078,96.49740757,108.0952639,112.8578159,78.30338283,111.4013696,123.3807003,55.53127329,123.2796809,133.6923102,72.447453,73.67157328,53.07425958,85.86082213,102.2476764,79.23652413,104.0410555,108.6713808,115.2221057,96.41882718,79.1226691,106.8922746,91.25563105,112.5187341,125.8313593,80.96228334,111.403604
67.62779471,73.88269313,48.71920146,92.95537611,87.24161531,123.9828881,121.5326486,88.78354399,128.1569972,84.63487938,72.64484758,90.07236105,124.7997127,148.5463839,66.04774547,110.0885998,120.4691302,73.0853725,104.3325888,92.7766442,91.56120058,101.6176388,60.75568415,88.06472969,115.1779826,142.4715767,109.5217363,118.6297781,120.618831,96.88230326
172.7817919,100.78078,79.865472,79.66552697,140.339245,60.09097192,96.83594773,97.0049669,103.0443771,143.379107,73.78007275,89.48965458,106.9922764,43.4152721,101.4285932,109.6102735,55.56223358,107.3421061,130.3731619,83.24528143,106.4639756,95.51258856,100.4159478,97.4418636,65.01010409,105.3064489,88.42151423,45.80581621,101.6036246,85.74656766
117.3962319,113.2503904,132.4851065,73.13773403,78.99876898,85.85013666,96.46990515,135.4675362,84.24862444,74.10327533,89.60143731,148.0441652,81.34968734,87.77014985,90.13762288,102.2816501,95.02858072,71.88574623,93.97660851,119.9710299,38.50085854,106.9960454,119.8659119,83.50488359,86.04977814,165.478348,94.44837331,86.46544899,60.68516161,89.35784327
98.48786002,126.3942059,74.28819519,160.5770751,88.39743185,93.33163108,124.1678469,79.35641969,64.47394654,104.7768522,95.9598581,122.8061839,113.590185,68.30554211,91.17458427,111.9112046,106.48406,76.95465913,95.09412456,83.34238261,111.1720908,123.6863308,105.2216813,107.9589817,56.11041894,92.89753806,114.7098565,121.6190539,41.8510501,68.28386154
